FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION,target
30-12-17,01-01-18,99.17,TESCO STORE 2296,COLNEY HATCH,99.17,GBP,1,
06-12-17,07-12-17,19.1,AMAZON EU,AMAZON.CO.UK,19.1,GBP,1,
07-12-17,08-12-17,19.04,AMAZON EU,AMAZON.CO.UK,19.04,GBP,1,
15-12-17,18-12-17,3.01,AMAZON UK MARKETPLACE,800-279-6620,3.01,GBP,1,
21-12-17,26-12-17,26.1,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,26.1,GBP,1,
28-12-17,29-12-17,39.98,AMAZON UK MARKETPLACE,800-279-6620,39.98,GBP,1,
29-12-17,01-01-18,12.95,AMAZON UK MARKETPLACE,800-279-6620,12.95,GBP,1,
01-12-17,04-12-17,2.9,AMAZON UK MARKETPLACE,800-279-6620,2.9,GBP,1,
06-12-17,07-12-17,9.38,AMAZON UK MARKETPLACE,800-279-6620,9.38,GBP,1,
06-12-17,07-12-17,7.14,AMAZON UK MARKETPLACE,800-279-6620,7.14,GBP,1,
06-12-17,07-12-17,30.98,AMAZON UK MARKETPLACE,800-279-6620,30.98,GBP,1,
06-12-17,07-12-17,70.37,AMAZON UK MARKETPLACE,800-279-6620,70.37,GBP,1,
07-12-17,08-12-17,23.51,AMAZON UK MARKETPLACE,800-279-6620,23.51,GBP,1,
07-12-17,08-12-17,32.84,AMAZON UK MARKETPLACE,800-279-6620,32.84,GBP,1,
08-12-17,11-12-17,8.72,AMAZON UK MARKETPLACE,800-279-6620,8.72,GBP,1,
08-12-17,11-12-17,23.96,AMAZON UK MARKETPLACE,800-279-6620,23.96,GBP,1,
08-12-17,11-12-17,32.77,AMAZON UK MARKETPLACE,800-279-6620,32.77,GBP,1,
09-12-17,11-12-17,6.37,AMAZON UK MARKETPLACE,800-279-6620,6.37,GBP,1,
09-12-17,11-12-17,10.55,AMAZON UK MARKETPLACE,800-279-6620,10.55,GBP,1,
10-12-17,11-12-17,15.85,AMAZON UK MARKETPLACE,800-279-6620,15.85,GBP,1,
11-12-17,12-12-17,14.97,AMAZON UK MARKETPLACE,800-279-6620,14.97,GBP,1,
11-12-17,12-12-17,36.05,AMAZON UK MARKETPLACE,800-279-6620,36.05,GBP,1,
12-12-17,13-12-17,7.99,AMAZON PRIME,AMZN.CO.UK/PM,7.99,GBP,1,
12-12-17,13-12-17,125.49,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,125.49,GBP,1,
04-12-17,05-12-17,868.8,PAYPAL  ESL FOLDERS,35314369001,868.8,GBP,1,
14-12-17,15-12-17,300,ELLE MEDIA GROUP LIMIT,BASILDON,300,GBP,1,
15-12-17,18-12-17,250,SHEPHERD HARRIS & CO L,ENFIELD,250,GBP,1,
20-12-17,22-12-17,216,I.D MANAGEMENT SYSTEMS,CARDIFF,216,GBP,1,
20-12-17,22-12-17,216,WWW.IDMANAGEMENT.COM,INTERNET,216,GBP,1,
27-12-17,28-12-17,17.99,123 REG R/T,8712309525,17.99,GBP,1,
22-12-17,26-12-17,74.9,IZGARA,LONDON,74.9,GBP,1,
22-12-17,26-12-17,20,GIFFGAFF,WWW.GIFFGAFF,20,GBP,1,
12-12-17,13-12-17,16.02,AMAZON UK MARKETPLACE,800-279-6620,16.02,GBP,1,
13-12-17,14-12-17,110,AMAZON UK MARKETPLACE,800-279-6620,110,GBP,1,
06-12-17,07-12-17,40,LBBARNET PAYENET,LONDON,40,GBP,1,
17-01-18,18-01-18,96.53,CAMPAIGNMONITOR,SYDNEY,129,USD,1.34,
21-01-18,23-01-18,36.39,CAMPAIGNMONITOR,SYDNEY,49,USD,1.35,
30-01-18,31-01-18,524.4,FONTSMITH FONTS,4.40207E+12,524.4,GBP,1,
31-01-18,01-02-18,91.2,WWW.PRCA.ORG.UK,INTERNET,91.2,GBP,1,
31-01-18,01-02-18,160,FACEBK B85CFDJP32,FB.ME/ADS,160,GBP,1,
01-02-18,02-02-18,177,ADOBE  CREATIVE CLOUD,800-028-9094,177,GBP,1,
16-01-18,17-01-18,9,ROBIN NEWS,LONDON  N12,9,GBP,1,
17-01-18,18-01-18,69.69,ARGOS LTD,NORTH FINCHLE,69.69,GBP,1,
22-01-18,23-01-18,49.06,ARGOS LTD,NORTH FINCHLE,49.06,GBP,1,
22-01-18,23-01-18,13.99,ARGOS LTD,NORTH FINCHLE,13.99,GBP,1,
24-01-18,25-01-18,48.96,ARGOS LTD,NORTH FINCHLE,48.96,GBP,1,
09-01-18,10-01-18,5,GIFFGAFF,WWW.GIFFGAFF,5,GBP,1,
28-01-18,29-01-18,5,GIFFGAFF,WWW.GIFFGAFF,5,GBP,1,
09-01-18,10-01-18,50,WWW.CHARITYCHECKOUT RT,1438534060,50,GBP,1,
09-01-18,11-01-18,11.5,TFL ROAD CHARGE,0343 222 2222,11.5,GBP,1,
19-01-18,23-01-18,11.5,TFL ROAD CHARGE,0343 222 2222,11.5,GBP,1,
23-01-18,25-01-18,11.5,TFL ROAD CHARGE,0343 222 2222,11.5,GBP,1,
27-01-18,29-01-18,37,JOHN LEWIS,WELWYN GARDEN,37,GBP,1,
23-01-18,24-01-18,438.94,WWW.ARGOS.CO.UK,INTERNET,438.94,GBP,1,
24-01-18,26-01-18,41.35,WWW.CORAM.ORG.UK,INTERNET,41.35,GBP,1,
30-01-18,31-01-18,870.12,LBBRENT HOTLINE PAYMEN,LBBRENT HOTLI,870.12,GBP,1,
31-01-18,01-02-18,169.99,WWW.ARGOS.CO.UK,INTERNET,169.99,GBP,1,
23-01-18,24-01-18,33.99,WWW.ARGOS.CO.UK,INTERNET,33.99,GBP,1,
23-01-18,25-01-18,159.98,WWW.ARGOS.CO.UK,INTERNET,159.98,GBP,1,
03-01-18,04-01-18,31.92,ASDA SUPERSTORE,WATFORD,31.92,GBP,1,
08-01-18,09-01-18,19.2,AMAZON UK MARKETPLACE,800-279-6620,19.2,GBP,1,
08-01-18,09-01-18,152.92,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,152.92,GBP,1,
09-01-18,10-01-18,99.95,AMAZON UK MARKETPLACE,800-279-6620,99.95,GBP,1,
09-01-18,10-01-18,56.1,SAINSBURYS TO YOU 0637,HENDON,56.1,GBP,1,
09-01-18,10-01-18,15.99,AMAZON UK MARKETPLACE,800-279-6620,15.99,GBP,1,
13-01-18,15-01-18,140.9,IKEA LIMITED,WEMBLEY,140.9,GBP,1,
14-01-18,15-01-18,25.52,TESCO STORE 2296,COLNEY HATCH,25.52,GBP,1,
16-01-18,17-01-18,4,CO-OP GROUP FOOD,104201,4,GBP,1,
19-01-18,22-01-18,36.86,HERTFORDSHRE COUNTY,HERTFORD,36.86,GBP,1,
19-01-18,22-01-18,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
19-01-18,22-01-18,83.28,BT PAY BY PHONE,DURHAM,83.28,GBP,1,
21-01-18,22-01-18,21,ALDI 18 776,KINGSBURY,21,GBP,1,
22-01-18,23-01-18,8.99,AMAZON UK MARKETPLACE,800-279-6620,8.99,GBP,1,
22-01-18,23-01-18,2.8,WAITROSE 119,BRENT CROSS,2.8,GBP,1,
24-01-18,25-01-18,-15.99,AMZ IDEAL 365 LTD,084-54502211,-15.99,GBP,1,
24-01-18,25-01-18,2.6,SAINSBURYS 0637,HENDON,2.6,GBP,1,
25-01-18,26-01-18,9.4,MILK@MORE ONLINE,INTERNET,9.4,GBP,1,
26-01-18,29-01-18,14.4,VIRTUAL COLLEGE LIMITE,ILKLEY,14.4,GBP,1,
28-01-18,29-01-18,20.16,TESCO STORE 2131,BRENT CROSS,20.16,GBP,1,
31-01-18,01-02-18,144.43,GLS EDUCATIONAL SU,0161 3672000,144.43,GBP,1,
31-01-18,01-02-18,41.94,AMAZON UK MARKETPLACE,800-279-6620,41.94,GBP,1,
31-01-18,01-02-18,1.25,SAINSBURYS SACAT 0637,HENDON,1.25,GBP,1,
31-01-18,01-02-18,23.5,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,23.5,GBP,1,
29-01-18,30-01-18,43.99,GLS EDUCATIONAL,0161 3672051,43.99,GBP,1,
09-01-18,10-01-18,140.4,WWW.EQUIP4WORK.CO.UK,INTERNET,140.4,GBP,1,
26-01-18,29-01-18,137.48,WWW.AFFINITYFORBUS,0345 357 2424,137.48,GBP,1,
18-01-18,19-01-18,8.9,TEXCARE DRY CLEANERS L,LONDON,8.9,GBP,1,
30-01-18,31-01-18,6.14,BROTHER & SONS LIMITED,LONDON,6.14,GBP,1,
03-01-18,04-01-18,20,B & Q 1067,LONDON,20,GBP,1,
08-01-18,09-01-18,73,BUILDER DEPOT - NEW SO,LONDON  N11,73,GBP,1,
09-01-18,10-01-18,253.2,BUILDER DEPOT - NEW SO,LONDON  N11,253.2,GBP,1,
09-01-18,10-01-18,135.6,BUILDER DEPOT - NEW SO,LONDON  N11,135.6,GBP,1,
10-01-18,11-01-18,7.87,BUILDER DEPOT - NEW SO,LONDON  N11,7.87,GBP,1,
14-01-18,15-01-18,39.45,WICKES,LONDON,39.45,GBP,1,
16-01-18,17-01-18,59.49,HOMEBASE LTD  588,LONDON  N12,59.49,GBP,1,
18-01-18,19-01-18,60,B & Q 1067,LONDON,60,GBP,1,
27-01-18,29-01-18,28.93,SAINSBURYS 0637,HENDON,28.93,GBP,1,
27-01-18,29-01-18,33.17,WICKES,LONDON,33.17,GBP,1,
28-01-18,29-01-18,109,WICKES BUILDING,WATFORD,109,GBP,1,
19-01-18,22-01-18,10,TFL OYST PHOTOCARD,0343 222 1234,10,GBP,1,
21-01-18,22-01-18,15.8,MORRISONS STORES,LONDON  313,15.8,GBP,1,
09-01-18,11-01-18,173.8,VIRGIN TRAINS,LONDON,173.8,GBP,1,
18-01-18,22-01-18,120.48,WATERSIDE PREMIER TRAV,WARRINGTON,120.48,GBP,1,
18-01-18,22-01-18,120.48,WATERSIDE PREMIER TRAV,WARRINGTON,120.48,GBP,1,
11-01-18,12-01-18,-95,JD SPORTS INTERNET,0844 264 1000,-95,GBP,1,
16-01-18,17-01-18,14.85,BRAGGS,N. FINCHLEY,14.85,GBP,1,
16-01-18,18-01-18,14.8,PRIMARK STORES LTD,WOOD GRN N22,14.8,GBP,1,
17-01-18,18-01-18,3.47,MCDONALDS,EDGWARE,3.47,GBP,1,
18-01-18,19-01-18,7.18,CO-OP GROUP FOOD,104320,7.18,GBP,1,
10-01-18,11-01-18,4.99,MIDDLESEX UNIVERSITY H,HENDON,4.99,GBP,1,
10-01-18,11-01-18,85,BRITISH HEART,FINCHLEY,85,GBP,1,
15-01-18,16-01-18,20,DVLA DRIVER ONLINE,SWANSEA,20,GBP,1,
16-01-18,17-01-18,120.93,ARGOS RETAIL GROUP,INTERNET,120.93,GBP,1,
16-01-18,17-01-18,60.54,ARGOS RETAIL GROUP,INTERNET,60.54,GBP,1,
17-01-18,18-01-18,44.47,ARGOS RETAIL GROUP,INTERNET,44.47,GBP,1,
17-01-18,18-01-18,44.45,ARGOS RETAIL GROUP,INTERNET,44.45,GBP,1,
22-01-18,23-01-18,104.74,SQ  COMPARE THE MAN AN,LONDON,104.74,GBP,1,
22-01-18,23-01-18,41.5,TESCO STORE 2296,COLNEY HATCH,41.5,GBP,1,
23-01-18,24-01-18,279,TESCO DIRECT,CHESHUNT,279,GBP,1,
23-01-18,24-01-18,439,IKEA ONLINE,SHOP ONLINE,439,GBP,1,
23-01-18,24-01-18,209,AO RETAIL LIMITED,.,209,GBP,1,
24-01-18,25-01-18,13.8,TSGN,HATFIELD,13.8,GBP,1,
31-01-18,01-02-18,292.03,CARPETRIGHT,WHETSTONE,292.03,GBP,1,
01-02-18,02-02-18,-115,IKEA LIMITED,EDMONTON,-115,GBP,1,
08-01-18,09-01-18,240,THE EMERGENCY PLAN,0845 6009587,240,GBP,1,
05-01-18,08-01-18,17.98,SMYTHS TOYS UK LTD,PEGASUS WAY L,17.98,GBP,1,
09-01-18,10-01-18,4.5,ASDA SUPERSTORE,S'GATE CIRCUS,4.5,GBP,1,
14-01-18,15-01-18,100,MOBIS MOBILE,LONDON HA8 0L,100,GBP,1,
16-01-18,19-01-18,21.59,POST OFFICE SHOP,3448261399,21.59,GBP,1,
22-01-18,23-01-18,14.37,WWW.NISBETS.COM,0845 1110281,14.37,GBP,1,
26-01-18,29-01-18,33.38,AMAZON UK MARKETPLACE,800-279-6620,33.38,GBP,1,
27-01-18,29-01-18,9,POUNDLAND LTD,WILLENHALL,9,GBP,1,
27-01-18,29-01-18,9.05,THE WORKS,BARNET,9.05,GBP,1,
01-02-18,02-02-18,4.99,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,4.99,GBP,1,
04-01-18,05-01-18,46.8,WWW.TUTORCARE.CO.UK,INTERNET,46.8,GBP,1,
06-01-18,08-01-18,50,HOBBYCRAFT LTD,BOREHAMWOOD,50,GBP,1,
06-01-18,08-01-18,50,HOBBYCRAFT LTD,BOREHAMWOOD,50,GBP,1,
06-01-18,08-01-18,50,HOBBYCRAFT LTD,BOREHAMWOOD,50,GBP,1,
06-01-18,08-01-18,50,HOBBYCRAFT LTD,BOREHAMWOOD,50,GBP,1,
03-01-18,04-01-18,7.23,MOONPIGUK,LONDON,7.23,GBP,1,
04-01-18,05-01-18,133.48,TESCO STORES 6440,LONDON EN8,133.48,GBP,1,
06-01-18,08-01-18,6,TESCO STORE 2467,ENFIELD,6,GBP,1,
08-01-18,09-01-18,5,COOPERS OF BARNET,BARNET,5,GBP,1,
08-01-18,09-01-18,147.38,TESCO STORES 6440,LONDON EN8,147.38,GBP,1,
11-01-18,12-01-18,155.39,TESCO STORES 6440,LONDON EN8,155.39,GBP,1,
15-01-18,16-01-18,109.73,TESCO STORES 6440,LONDON EN8,109.73,GBP,1,
18-01-18,19-01-18,4,TEMP STORE,NORMANTON,4,GBP,1,
18-01-18,19-01-18,15,ASDA SUPERSTORE,S'GATE CIRCUS,15,GBP,1,
18-01-18,19-01-18,189.93,TESCO STORES 6440,LONDON EN8,189.93,GBP,1,
19-01-18,22-01-18,110.35,BARNET LOCK CENTRE LTD,BARNET,110.35,GBP,1,
22-01-18,23-01-18,187.23,TESCO STORES 6440,LONDON EN8,187.23,GBP,1,
23-01-18,25-01-18,93.32,SKY SUBSCRIPTION,8442411653,93.32,GBP,1,
25-01-18,26-01-18,173.27,TESCO STORES 6440,LONDON EN8,173.27,GBP,1,
29-01-18,30-01-18,96.32,TESCO STORES 6440,LONDON EN8,96.32,GBP,1,
01-02-18,02-02-18,6.99,RYMAN 1127,ENFIELD,6.99,GBP,1,
01-02-18,02-02-18,71.78,MAKRO SELF SERVICE ENF,MIDDLESEX,71.78,GBP,1,
01-02-18,02-02-18,4.98,WH SMITH,ENFIELD,4.98,GBP,1,
09-01-18,10-01-18,5.97,AMAZON UK MARKETPLACE,800-279-6620,5.97,GBP,1,
09-01-18,10-01-18,15.99,AMAZON UK MARKETPLACE,800-279-6620,15.99,GBP,1,
11-01-18,12-01-18,23.52,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,23.52,GBP,1,
12-01-18,15-01-18,21.88,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,21.88,GBP,1,
15-01-18,16-01-18,62.6,TESCO STORES 6440,LONDON EN8,62.6,GBP,1,
16-01-18,17-01-18,143.95,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,143.95,GBP,1,
16-01-18,17-01-18,358.79,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,358.79,GBP,1,
16-01-18,17-01-18,28.23,TESCO STORES 6440,LONDON EN8,28.23,GBP,1,
17-01-18,18-01-18,103.08,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,103.08,GBP,1,
18-01-18,19-01-18,423.36,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,423.36,GBP,1,
22-01-18,23-01-18,18,METRO RADIO CARS,BARNET,18,GBP,1,
24-01-18,25-01-18,40.8,TESCO STORES 6440,LONDON EN8,40.8,GBP,1,
26-01-18,29-01-18,-25.19,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,-25.19,GBP,1,
31-01-18,01-02-18,45.14,TESCO STORES 6440,LONDON EN8,45.14,GBP,1,
31-01-18,01-02-18,35.5,METRO RADIO CARS,BARNET,35.5,GBP,1,
01-02-18,02-02-18,173.93,WWW.VIKING-DIRECT.CO.U,GRO OSTHEIM,173.93,GBP,1,
26-01-18,29-01-18,500,HMCOURTS-SERVICE.G,8459400111,500,GBP,1,
04-01-18,05-01-18,15.94,DEBEN BUILDBASE,LONDON N11,15.94,GBP,1,
09-01-18,10-01-18,104.99,SCREWFIX,NEW SOUTHGATE,104.99,GBP,1,
15-01-18,16-01-18,195,LB BARNET PCN WEB,LONDON,195,GBP,1,
16-01-18,17-01-18,140.69,VISTAPRINT,800-721-6214,140.69,GBP,1,
18-01-18,19-01-18,189.99,SCREWFIX,NEW SOUTHGATE,189.99,GBP,1,
23-01-18,24-01-18,259.98,SCREWFIX,NEW SOUTHGATE,259.98,GBP,1,
25-01-18,26-01-18,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
29-01-18,30-01-18,65,LB BARNET PCN WEB,LONDON,65,GBP,1,
03-01-18,04-01-18,24.76,WH SMITH,NORTH FINCHLE,24.76,GBP,1,
09-01-18,10-01-18,50.5,ROBIN NEWS,LONDON  N12,50.5,GBP,1,
17-01-18,18-01-18,265,IKEA ONLINE,SHOP ONLINE,265,GBP,1,
25-01-18,26-01-18,29.2,ASH NEWSAGENT,HARROW,29.2,GBP,1,
26-01-18,29-01-18,2.73,POSTOFFICE SELFSERVICE,LONDON,2.73,GBP,1,
30-01-18,31-01-18,117,BIG YELLOW SELF STORAG,LONDON  N12,117,GBP,1,
31-01-18,01-02-18,80,PP EPENNY,LONDON,80,GBP,1,
31-01-18,01-02-18,150,PP EPENNY,LONDON,150,GBP,1,
01-02-18,02-02-18,444.99,CURRYS ONLINE,HEMEL HEMPSTE,444.99,GBP,1,
01-02-18,02-02-18,20,TESCO STORE 2544,FINCHLEY,20,GBP,1,
11-01-18,12-01-18,3.1,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,3.1,GBP,1,
11-01-18,12-01-18,3.99,AMAZON UK MARKETPLACE,800-279-6620,3.99,GBP,1,
11-01-18,12-01-18,35,AMAZON EU,AMAZON.CO.UK,35,GBP,1,
16-01-18,17-01-18,5.99,AMAZON UK MARKETPLACE,800-279-6620,5.99,GBP,1,
19-01-18,22-01-18,9.98,WWW.KITCHENWAREHOUSELT,INTERNET,9.98,GBP,1,
22-01-18,23-01-18,63.59,AMAZON UK MARKETPLACE,800-279-6620,63.59,GBP,1,
22-01-18,23-01-18,12.89,AMAZON UK MARKETPLACE,800-279-6620,12.89,GBP,1,
25-01-18,26-01-18,999,KITCHEN WAREHOUSE,RIPON,999,GBP,1,
25-01-18,26-01-18,178.09,KITCHEN WAREHOUSE,RIPON,178.09,GBP,1,
05-01-18,08-01-18,123.15,SAINSBURYS TO YOU 0444,ENFIELD,123.15,GBP,1,
09-01-18,10-01-18,182.07,SAINSBURYS TO YOU 0444,ENFIELD,182.07,GBP,1,
09-01-18,10-01-18,-1.5,SAINSBURYS TO YOU 0444,ENFIELD,-1.5,GBP,1,
10-01-18,11-01-18,161.64,WWW.EUREKADIRECT.CO.UK,INTERNET,161.64,GBP,1,
11-01-18,12-01-18,7.25,POST OFFICE COUNTER,ENFIELD,7.25,GBP,1,
12-01-18,15-01-18,180.24,SAINSBURYS TO YOU 0444,ENFIELD,180.24,GBP,1,
12-01-18,15-01-18,10,THE JEWEL HUT (MOTO),BRIERLEY HILL,10,GBP,1,
12-01-18,15-01-18,-3.75,SAINSBURYS TO YOU 0444,ENFIELD,-3.75,GBP,1,
16-01-18,17-01-18,108.65,SAINSBURYS TO YOU 0444,ENFIELD,108.65,GBP,1,
16-01-18,17-01-18,20.2,SAINSBURYS 0420,WINCHMORE HIL,20.2,GBP,1,
17-01-18,18-01-18,14.09,ASDA SUPERSTORE,S'GATE CIRCUS,14.09,GBP,1,
18-01-18,19-01-18,73.33,ASDA SUPERSTORE,S'GATE CIRCUS,73.33,GBP,1,
18-01-18,19-01-18,2.5,ASDA SUPERSTORE,S'GATE CIRCUS,2.5,GBP,1,
19-01-18,22-01-18,153.08,SAINSBURYS TO YOU 0444,ENFIELD,153.08,GBP,1,
22-01-18,23-01-18,38.46,ASDA SUPERSTORE,S'GATE CIRCUS,38.46,GBP,1,
23-01-18,24-01-18,110,SAINSBURYS TO YOU 0444,ENFIELD,110,GBP,1,
26-01-18,29-01-18,162.86,SAINSBURYS TO YOU 0444,ENFIELD,162.86,GBP,1,
27-01-18,29-01-18,20,SAINSBURYS,LONDON,20,GBP,1,
29-01-18,30-01-18,93.97,ASDA SUPERSTORE,S'GATE CIRCUS,93.97,GBP,1,
01-02-18,02-02-18,7.28,ASDA SUPERSTORE,S'GATE CIRCUS,7.28,GBP,1,
01-02-18,02-02-18,177.35,SAINSBURYS TO YOU 0444,ENFIELD,177.35,GBP,1,
04-01-18,05-01-18,-68,DVSA OLCS PORTAL 3,OLCS 0300-123,-68,GBP,1,
10-01-18,11-01-18,922.5,DVSA MOT COMP 2,OLCS 0300-123,922.5,GBP,1,
11-01-18,12-01-18,195,LB BARNET PCN ATP,LONDON,195,GBP,1,
11-01-18,12-01-18,195,LB BARNET PCN ATP,LONDON,195,GBP,1,
23-01-18,24-01-18,167.5,DVLA VEHICLE TAX,0300 1234321,167.5,GBP,1,
24-01-18,25-01-18,93.25,DVLA VEHICLE TAX,0300 1234321,93.25,GBP,1,
24-01-18,25-01-18,93.25,DVLA VEHICLE TAX,0300 1234321,93.25,GBP,1,
24-01-18,25-01-18,242.5,DVLA VEHICLE TAX,0300 1234321,242.5,GBP,1,
31-01-18,01-02-18,650,POST OFFICE COUNTER,LONDON,650,GBP,1,
31-01-18,01-02-18,650,POST OFFICE COUNTER,LONDON,650,GBP,1,
31-01-18,01-02-18,200,POST OFFICE COUNTER,LONDON,200,GBP,1,
15-01-18,16-01-18,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
16-01-18,17-01-18,1.45,TESCO STORES 5655,EDGWARE,1.45,GBP,1,
18-01-18,19-01-18,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
21-01-18,22-01-18,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
08-01-18,09-01-18,7.99,AMAZON PRIME,AMZN.CO.UK/PM,7.99,GBP,1,
04-01-18,05-01-18,17,CREATESEND/COM,SYDNEY,17,GBP,1,
08-01-18,09-01-18,50,EB  NATIONAL AMHP LEAD,801-413-7200,50,GBP,1,
09-01-18,10-01-18,28,TSGN,STEVENAGE,28,GBP,1,
10-01-18,11-01-18,3,AMAZON UK MARKETPLACE,800-279-6620,3,GBP,1,
10-01-18,11-01-18,474,WWW.PMGLTD.CO.UK,1612113002,474,GBP,1,
11-01-18,12-01-18,47.9,AMAZON UK MARKETPLACE,800-279-6620,47.9,GBP,1,
11-01-18,12-01-18,14,POUNDLAND LTD 1152,STEVENAGE,14,GBP,1,
25-01-18,26-01-18,14.7,VIRGINTRAINSEC KGX STN,LNDON N1 6121,14.7,GBP,1,
27-01-18,29-01-18,19,POUNDLAND LTD 1152,STEVENAGE,19,GBP,1,
31-01-18,01-02-18,15.71,ALDI 40 776,STEVENAGE,15.71,GBP,1,
01-02-18,02-02-18,5,CREATESEND/COM,SYDNEY,5,GBP,1,
05-01-18,08-01-18,10.98,UFIX ENTERPRISE LTD 6,LONDON NW11,10.98,GBP,1,
10-01-18,12-01-18,70.98,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,70.98,GBP,1,
12-01-18,15-01-18,6.99,RYMAN 1133,LONDON,6.99,GBP,1,
25-01-18,26-01-18,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
03-01-18,04-01-18,63.04,TESCO STORES 6440,LONDON EN8,63.04,GBP,1,
05-01-18,08-01-18,48.56,WWW.NISBETS.COM,0845 1110281,48.56,GBP,1,
05-01-18,09-01-18,32.38,WWW.NISBETS.COM,0845 1110281,32.38,GBP,1,
08-01-18,09-01-18,83.98,TESCO STORES 6440,LONDON EN8,83.98,GBP,1,
09-01-18,10-01-18,66.95,ASDA HOME SHOPPING,CARDS LTD,66.95,GBP,1,
13-01-18,15-01-18,26,ASDA HOME SHOPPING,CARDS LTD,26,GBP,1,
15-01-18,16-01-18,40.44,AMAZON UK MARKETPLACE,800-279-6620,40.44,GBP,1,
15-01-18,16-01-18,18.04,AMAZON UK MARKETPLACE,800-279-6620,18.04,GBP,1,
15-01-18,16-01-18,123.32,TESCO STORES 6440,LONDON EN8,123.32,GBP,1,
15-01-18,16-01-18,-3,TESCO STORE 3539,WALTHAM CROSS,-3,GBP,1,
16-01-18,17-01-18,14.05,AMAZON UK MARKETPLACE,800-279-6620,14.05,GBP,1,
17-01-18,18-01-18,9.2,AMAZON UK MARKETPLACE,800-279-6620,9.2,GBP,1,
22-01-18,23-01-18,90.85,TESCO STORES 6440,LONDON EN8,90.85,GBP,1,
22-01-18,23-01-18,75,BILLETTO UK,0800 043 0401,75,GBP,1,
23-01-18,24-01-18,7.32,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,7.32,GBP,1,
24-01-18,25-01-18,3.95,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,3.95,GBP,1,
29-01-18,30-01-18,95.35,TESCO STORES 6440,LONDON EN8,95.35,GBP,1,
01-02-18,02-02-18,99.8,AMAZON UK MARKETPLACE,800-279-6620,99.8,GBP,1,
16-01-18,17-01-18,237,HMCOURTS-SERVICE.G,8459400111,237,GBP,1,
29-01-18,30-01-18,"6,375.00",HMCOURTS-SERVICE.G,8459400111,"6,375.00",GBP,1,
05-01-18,08-01-18,33.64,AMAZON UK MARKETPLACE,800-279-6620,33.64,GBP,1,
08-01-18,09-01-18,2.72,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,2.72,GBP,1,
08-01-18,09-01-18,39.38,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,39.38,GBP,1,
08-01-18,09-01-18,23.92,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,23.92,GBP,1,
08-01-18,09-01-18,2.99,AMAZON SVCS EU-UK AMAZ,AMAZON.CO.UK,2.99,GBP,1,
11-01-18,11-01-18,95.88,AMAZON UK MARKETPLACE,800-279-6620,95.88,GBP,1,
13-01-18,15-01-18,35.35,AMAZON UK MARKETPLACE,800-279-6620,35.35,GBP,1,
14-01-18,15-01-18,39.38,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,39.38,GBP,1,
14-01-18,15-01-18,39.38,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,39.38,GBP,1,
14-01-18,15-01-18,39.38,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,39.38,GBP,1,
15-01-18,16-01-18,39.38,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,39.38,GBP,1,
15-01-18,16-01-18,39.38,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,39.38,GBP,1,
15-01-18,16-01-18,39.38,AMAZON EU AMAZON.CO.UK,AMAZON.CO.UK,39.38,GBP,1,
27-01-18,29-01-18,40,OYSTER AUTOTOPUP,0343 2221234,40,GBP,1,
29-01-18,30-01-18,126,STATIONERY OFFICE BOOK,LONDON SW8,126,GBP,1,
29-01-18,30-01-18,118.14,AMAZON EU,AMAZON.CO.UK,118.14,GBP,1,
